-6.547240614891052246e-01,-4.949021637439727783e-01
-6.557248234748840332e-01,-4.956558942794799805e-01
-6.555306911468505859e-01,-4.955416619777679443e-01
8.417279720306396484e-01,3.223832845687866211e-01
5.793247222900390625e-01,-7.069869041442871094e-01
8.274356126785278320e-01,3.318719565868377686e-01
-1.394058912992477417e-01,2.291147112846374512e-01
-1.391883939504623413e-01,2.290784716606140137e-01
1.930633187294006348e-01,5.463290214538574219e-01
5.761953592300415039e-01,-7.191815376281738281e-01
1.016145721077919006e-01,-6.357831358909606934e-01
-1.393342316150665283e-01,2.303688824176788330e-01
-1.392248868942260742e-01,2.298242151737213135e-01
-1.393238157033920288e-01,2.289612442255020142e-01
-1.393569409847259521e-01,2.296399027109146118e-01
-1.421559154987335205e-01,2.396536767482757568e-01
-7.319802641868591309e-01,-5.177520513534545898e-01
-1.394137591123580933e-01,2.288459241390228271e-01
-1.388971507549285889e-01,2.310254126787185669e-01
2.153714597225189209e-01,-8.428868055343627930e-01
-1.393835395574569702e-01,2.313026487827301025e-01
-1.391925215721130371e-01,2.297343164682388306e-01
-1.393320560455322266e-01,2.307481318712234497e-01
-1.393616199493408203e-01,2.295422405004501343e-01
-1.396456658840179443e-01,2.303577661514282227e-01
5.731010809540748596e-02,-5.435066819190979004e-01
-1.392622590065002441e-01,2.301741093397140503e-01
-1.393308639526367188e-01,2.295444160699844360e-01
8.434863090515136719e-01,6.277891341596841812e-03
-1.393081098794937134e-01,2.292230576276779175e-01
5.134098529815673828e-01,-7.251640558242797852e-01
-1.398035436868667603e-01,2.287573516368865967e-01
-3.966868221759796143e-01,-1.119526550173759460e-01
-1.398503482341766357e-01,2.293529063463211060e-01
1.626339256763458252e-01,-6.851032972335815430e-01
2.129120081663131714e-01,8.994556665420532227e-01
-1.387644410133361816e-01,2.318091839551925659e-01
-1.388217806816101074e-01,2.302574962377548218e-01
-1.393187791109085083e-01,2.296685874462127686e-01
-1.393189430236816406e-01,2.286224365234375000e-01
2.620648443698883057e-01,7.975345849990844727e-01
-1.398004293441772461e-01,2.297636121511459351e-01
5.712497234344482422e-01,-6.880571842193603516e-01
-1.396634578704833984e-01,2.277237623929977417e-01
-1.394526213407516479e-01,2.310837805271148682e-01
-1.393116116523742676e-01,2.290801256895065308e-01
5.812746882438659668e-01,-7.146230936050415039e-01
-1.394899785518646240e-01,2.284604161977767944e-01
-1.399450004100799561e-01,2.291897833347320557e-01
-1.393202096223831177e-01,2.279940247535705566e-01
5.774733424186706543e-01,-7.461283206939697266e-01
5.304703712463378906e-01,-7.342116832733154297e-01
2.525468766689300537e-01,-5.970076918601989746e-01
-9.116442203521728516e-01,-3.199769556522369385e-01
3.578829020261764526e-02,-4.636125862598419189e-01
-1.395224779844284058e-01,2.272820621728897095e-01
-1.404123306274414062e-01,2.278922498226165771e-01
-1.390960067510604858e-01,2.288528829813003540e-01
2.307261228561401367e-01,-6.571131348609924316e-01
-1.396505385637283325e-01,2.277258485555648804e-01
-3.846361935138702393e-01,-1.776247620582580566e-01
-1.390478461980819702e-01,2.305569499731063843e-01
-1.394149810075759888e-01,2.283525615930557251e-01
6.531804054975509644e-02,-5.577675104141235352e-01
-1.389141827821731567e-01,2.296966016292572021e-01
-2.288861125707626343e-01,5.846977829933166504e-01
-1.395123004913330078e-01,2.242831736803054810e-01
-2.287685126066207886e-01,5.845723152160644531e-01
-1.388943195343017578e-01,2.302273213863372803e-01
-3.824537396430969238e-01,-1.757185012102127075e-01
-1.387696266174316406e-01,2.288093715906143188e-01
-1.446625441312789917e-01,2.282774001359939575e-01
-1.392274945974349976e-01,2.285991609096527100e-01
-1.394698619842529297e-01,2.279381155967712402e-01
6.767221689224243164e-01,1.101098582148551941e-01
