-3.683013916015625000e-01,7.792465686798095703e-01
-4.325232505798339844e-01,7.507266998291015625e-01
-4.771749377250671387e-01,6.379997134208679199e-01
-3.994063735008239746e-01,7.089555859565734863e-01
-4.057331979274749756e-01,6.888555884361267090e-01
-4.355917870998382568e-01,6.895965337753295898e-01
-4.573215246200561523e-01,7.177433967590332031e-01
-3.434558808803558350e-01,8.121812343597412109e-01
-3.202709555625915527e-01,8.162840604782104492e-01
-4.709717333316802979e-01,6.736506819725036621e-01
-4.289263784885406494e-01,6.712847352027893066e-01
-4.578285515308380127e-01,6.775502562522888184e-01
-4.792767763137817383e-01,7.094543576240539551e-01
-3.685834407806396484e-01,7.544050812721252441e-01
-3.540836572647094727e-01,6.208483576774597168e-01
-3.280341327190399170e-01,6.493865847587585449e-01
-4.529696106910705566e-01,6.673033237457275391e-01
-4.627898633480072021e-01,6.555765867233276367e-01
-3.830459713935852051e-01,5.283870100975036621e-01
-3.517981171607971191e-01,5.902177691459655762e-01
-4.244919717311859131e-01,6.297930479049682617e-01
-4.149798452854156494e-01,7.261782288551330566e-01
-3.538948297500610352e-01,5.571102499961853027e-01
-4.974820911884307861e-01,6.448967456817626953e-01
-3.310568630695343018e-01,7.144276499748229980e-01
-5.121384859085083008e-01,5.946445465087890625e-01
-2.820720970630645752e-01,6.639957427978515625e-01
-2.884211838245391846e-01,7.734708786010742188e-01
-3.156533241271972656e-01,5.763574242591857910e-01
-4.577631950378417969e-01,7.011908292770385742e-01
-2.874470949172973633e-01,5.383225083351135254e-01
-5.260277986526489258e-01,6.312845349311828613e-01
-3.106155395507812500e-01,6.929912567138671875e-01
-4.033784270286560059e-01,7.231740951538085938e-01
-3.384850919246673584e-01,7.622828483581542969e-01
-2.840262353420257568e-01,8.021985888481140137e-01
-2.768764793872833252e-01,7.153565883636474609e-01
-2.211325317621231079e-01,4.920409619808197021e-01
-2.787788808345794678e-01,4.873040914535522461e-01
-2.992559373378753662e-01,4.265264272689819336e-01
-1.216083988547325134e-01,3.891261518001556396e-01
-3.343048095703125000e-01,5.002396702766418457e-01
-3.815131485462188721e-01,6.552764773368835449e-01
-4.330679178237915039e-01,6.508541107177734375e-01
-3.873281180858612061e-01,5.761702656745910645e-01
-5.167212486267089844e-01,5.607458949089050293e-01
-5.283467769622802734e-01,6.039926409721374512e-01
-5.036612749099731445e-01,6.126896739006042480e-01
